# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-a" "gff/merged_TX_combined.saf" "-F" "SAF" "-o" "readCounts/TxF6f6_dna_counts.out" "-Q" "30" "DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam" 
Geneid	Chr	Start	End	Strand	Length	DNAmapped/TxF6f6_merged_sorted_dupsMarked.bam
NChap2_final_00022672	Y	462056064	462074977	-	18914	745
NChap2_final_00022673	Y	462154649	462154999	+	351	0
NChap2_final_00022674	Y	462158061	462160349	-	2289	55
NChap2_final_00022590	Y	462219017	462228651	-	9635	625
NChap2_final_00022589	Y	462251476	462254651	+	3176	124
NChap2_final_00022588	Y	462255132	462256268	-	1137	55
NChap2_final_00022587	Y	462256584	462257765	+	1182	0
NChap2_final_00022586	Y	462282838	462285674	-	2837	77
NChap2_final_00022585	Y	462293071	462309249	-	16179	639
NChap2_final_00002687	Y	462568636	462569458	+	823	84
NChap2_final_00018171	Y	462628210	462629140	-	931	297
NChap2_final_00022582	Y	462638680	462649351	+	10672	314
NChap2_final_00022580	Y	462773929	462781367	+	7439	61
NChap2_final_00022579	Y	462783360	462787474	-	4115	212
NChap2_final_00022578	Y	462790140	462793380	-	3241	27
NChap2_final_00022577	Y	462892208	462892474	+	267	0
NChap2_final_00017672	Y	463124693	463125643	-	951	33
NChap2_final_00017671	Y	463248072	463255840	-	7769	154
NChap2_final_00017670	Y	463263891	463264463	+	573	115
NChap2_final_00017669	Y	463273047	463274357	+	1311	409
NChap2_final_00022546	Y	463382808	463383011	+	204	0
NChap2_final_00022547	Y	463384498	463387000	+	2503	42
NChap2_final_00022548	Y	463388114	463392682	-	4569	16
NChap2_final_00022725	Y	463564693	463576647	-	11955	137
NChap2_final_00022552	Y	463621843	463628829	-	6987	520
NChap2_final_00022553	Y	463685542	463689448	-	3907	4
NChap2_final_00022555	Y	463919887	463922936	+	3050	293
NChap2_final_00022556	Y	463923608	463925422	-	1815	541
NChap2_final_00013760	Y	464214429	464215857	+	1429	522
NChap2_final_00000067	Y	464221810	464225971	-	4162	196
NChap2_final_00022557	Y	464241711	464248626	-	6916	310
NChap2_final_00021810	Y	464252710	464255366	+	2657	20
NChap2_final_00022280	Y	464268457	464269065	-	609	28
NChap2_final_00022558	Y	464269600	464275147	+	5548	42
NChap2_final_00022559	Y	464329285	464329899	-	615	0
NChap2_final_00019306	Y	464484839	464488202	-	3364	103
NChap2_final_00005682	Y	464557445	464561938	+	4494	62
NChap2_final_00022561	Y	464677666	464679774	-	2109	0
NChap2_final_00022562	Y	464702468	464703988	+	1521	3
NChap2_final_00022566	Y	465647036	465650273	+	3238	7
NChap2_final_00020635	Y	465834719	465839659	+	4941	67
NChap2_final_00018312	Y	465859891	465861006	+	1116	104
NChap2_final_00020636	Y	465940754	465944928	-	4175	41
NChap2_final_00020637	Y	466044588	466045326	-	739	0
NChap2_final_00020638	Y	466075662	466076374	+	713	9
NChap2_final_00023597	Y	466107149	466107794	-	646	262
NChap2_final_00020642	Y	466229830	466231225	+	1396	7
NChap2_final_00020643	Y	466232861	466236992	+	4132	0
NChap2_final_00020645	Y	466398276	466399815	-	1540	0
NChap2_final_00020646	Y	466698892	466701559	-	2668	2
NChap2_final_00020647	Y	466902203	466905809	-	3607	221
NChap2_final_00020648	Y	466923075	466925751	+	2677	12
NChap2_final_00020649	Y	466926684	466929301	-	2618	101
NChap2_final_00025706	Y	466930600	466933171	-	2572	22
NChap2_final_00020651	Y	467135762	467136578	+	817	0
NChap2_final_00020652	Y	467185747	467187922	+	2176	6
NChap2_final_00020653	Y	467188068	467188866	-	799	79
NChap2_final_00020654	Y	467245715	467249496	-	3782	6
NChap2_final_00020655	Y	467363158	467363724	-	567	19
NChap2_final_00020656	Y	467363891	467364198	+	308	2
NChap2_final_00021729	Y	467453169	467454199	+	1031	40
NChap2_final_00020657	Y	467712911	467717383	+	4473	14
NChap2_final_00022919	Y	468757693	468758276	-	584	0
NChap2_final_00022918	Y	468845524	468848589	-	3066	25
NChap2_final_00022619	Y	469452060	469454521	-	2462	14
NChap2_final_00022618	Y	469478510	469494370	+	15861	130
NChap2_final_00022617	Y	469534018	469534449	+	432	59
NChap2_final_00022616	Y	469566554	469567163	+	610	4
NChap2_final_00019547	Y	469595140	469595939	+	800	0
NChap2_final_00015127	Y	469616032	469620133	+	4102	2439
NChap2_final_00019546	Y	469620380	469621459	+	1080	0
NChap2_final_00019545	Y	469706848	469710936	+	4089	89
NChap2_final_00003345	Y	469864905	469872169	-	7265	12
NChap2_final_00019543	Y	469904440	469906192	+	1753	44
NChap2_final_00019542	Y	469906070	469920827	-	14758	275
NChap2_final_00019541	Y	470156444	470159018	+	2575	36
NChap2_final_00019540	Y	470336670	470340618	+	3949	30
NChap2_final_00019539	Y	470504655	470506865	-	2211	2
NChap2_final_00019538	Y	470562999	470566285	-	3287	0
NChap2_final_00019537	Y	470579247	470588142	+	8896	74
NChap2_final_00019536	Y	470624362	470628466	-	4105	18
NChap2_final_00019535	Y	470863034	470870513	-	7480	47
NChap2_final_00019529	Y	471365819	471366433	-	615	0
NChap2_final_00019525	Y	471594920	471595661	+	742	2
NChap2_final_00019527	Y	471611980	471612296	-	317	0
NChap2_final_00019521	Y	471862675	471875243	+	12569	912
NChap2_final_00019520	Y	471901378	471904991	+	3614	24
NChap2_final_00019519	Y	471905407	471907162	-	1756	16
NChap2_final_00020000	Y	472177488	472179724	+	2237	12
NChap2_final_00019516	Y	472260546	472260961	+	416	5
NChap2_final_00019515	Y	472342674	472348448	+	5775	6
NChap2_final_00019514	Y	472348335	472350826	-	2492	10
NChap2_final_00019505	Y	472655411	472658395	-	2985	314
NChap2_final_00019504	Y	472881861	472886379	-	4519	64
NChap2_final_00019503	Y	472948220	472950654	-	2435	36
NChap2_final_00000448	Y	472957376	472958158	+	783	0
NChap2_final_00019501	Y	473757640	473758500	-	861	0
NChap2_final_00019500	Y	473866198	473868820	-	2623	34
NChap2_final_00017303	Y	473958244	473961981	+	3738	751
NChap2_final_00019499	Y	474018659	474019101	+	443	7
NChap2_final_00019498	Y	474133120	474133929	+	810	2
NChap2_final_00019492	Y	474689793	474690589	+	797	0
NChap2_final_00003986	Y	474700706	474703148	-	2443	0
NChap2_final_00019494	Y	474776311	474776665	+	355	0
NChap2_final_00019495	Y	474790273	474792754	-	2482	0
NChap2_final_00019497	Y	475075235	475081777	-	6543	0
NChap2_final_00019489	Y	476202390	476207255	+	4866	2
NChap2_final_00022268	Y	476672843	476674019	-	1177	0
NChap2_final_00022267	Y	476684648	476691353	-	6706	45
NChap2_final_00022706	Y	476914075	476916321	-	2247	0
NChap2_final_00022715	Y	476953469	476954855	-	1387	0
NChap2_final_00022714	Y	477188546	477189977	-	1432	0
NChap2_final_00022716	Y	477202331	477210982	-	8652	0
NChap2_final_00022707	Y	477504201	477512463	-	8263	0
NChap2_final_00019398	Y	480974082	480975407	+	1326	183
NChap2_final_00014409	Y	480990883	480992808	-	1926	0
NChap2_final_00022006	Y	481005053	481007994	+	2942	22
NChap2_final_00019841	Y	481010751	481019514	-	8764	101
NChap2_final_00000809	Y	481034574	481035128	-	555	0
NChap2_final_00021386	Y	481042539	481045724	+	3186	4
NChap2_final_00020845	Y	481047129	481047734	-	606	2
NChap2_final_00022649	Y	482027339	482027979	+	641	0
NChap2_final_00012672	Y	482033308	482034085	+	778	2
NChap2_final_00023122	Y	482404842	482408306	-	3465	6
NChap2_final_00023121	Y	482478195	482484002	+	5808	10
NChap2_final_00023119	Y	483058072	483060636	-	2565	2
NChap2_final_00020200	Y	483648868	483649338	-	471	6
NChap2_final_00020199	Y	483694884	483696012	-	1129	19
NChap2_final_00022995	Y	484100494	484102447	-	1954	91
NChap2_final_00020198	Y	484106029	484108115	-	2087	176
NChap2_final_00020197	Y	484205156	484207214	+	2059	53
NChap2_final_00020195	Y	484211118	484213537	-	2420	0
NChap2_final_00020194	Y	484276126	484276734	-	609	0
NChap2_final_00020193	Y	484277360	484278019	-	660	2
NChap2_final_00020192	Y	484278023	484279516	-	1494	63
NChap2_final_00020191	Y	484279751	484280233	-	483	16
NChap2_final_00020190	Y	484280829	484281298	-	470	8
NChap2_final_00020189	Y	484342848	484344076	-	1229	57
NChap2_final_00020196	Y	484427823	484428080	-	258	8
NChap2_final_00020187	Y	484459323	484461676	-	2354	312
NChap2_final_00020186	Y	484463300	484465462	-	2163	307
NChap2_final_00020185	Y	484517137	484519080	-	1944	30
NChap2_final_00023750	Y	484537642	484538514	+	873	52
NChap2_final_00024537	Y	484561737	484562552	+	816	10
NChap2_final_00024538	Y	484562397	484566485	-	4089	18
NChap2_final_00021811	Y	484564871	484565104	+	234	0
NChap2_final_00020184	Y	484615755	484616730	+	976	12
NChap2_final_00012324	Y	484657195	484657934	-	740	2
NChap2_final_00012323	Y	484661200	484661475	+	276	0
NChap2_final_00013912	Y	484661975	484663211	+	1237	4
NChap2_final_00023928	Y	484664497	484666753	-	2257	86
NChap2_final_00020181	Y	485019150	485021435	-	2286	14
NChap2_final_00020180	Y	485396278	485398173	+	1896	6
NChap2_final_00020179	Y	485522168	485524688	+	2521	4
NChap2_final_00020178	Y	485525654	485526097	-	444	0
NChap2_final_00005471	Y	486031830	486033287	+	1458	0
NChap2_final_00020406	Y	486095077	486104058	-	8982	248
NChap2_final_00020405	Y	486105137	486105886	+	750	6
NChap2_final_00020404	Y	486106736	486110592	-	3857	188
NChap2_final_00020403	Y	486118177	486118730	+	554	6
NChap2_final_00020402	Y	486275996	486280414	-	4419	821
NChap2_final_00020351	Y	486283065	486289148	-	6084	146
NChap2_final_00020350	Y	486448997	486449783	+	787	4
NChap2_final_00020349	Y	486456773	486457867	-	1095	68
NChap2_final_00020348	Y	486474964	486476052	+	1089	224
NChap2_final_00006718	Y	486482696	486487335	-	4640	101
NChap2_final_00020346	Y	486556770	486563967	+	7198	400
NChap2_final_00020345	Y	486563843	486570275	-	6433	25
NChap2_final_00020344	Y	486581752	486583739	+	1988	167
NChap2_final_00020343	Y	486585267	486589693	+	4427	23
NChap2_final_00020342	Y	486590019	486593696	-	3678	385
NChap2_final_00020341	Y	486652858	486658704	+	5847	0
NChap2_final_00020340	Y	486659465	486659920	-	456	0
NChap2_final_00020335	Y	486782524	486785013	-	2490	0
NChap2_final_00020337	Y	486891506	486892700	+	1195	10
NChap2_final_00023554	Y	486955159	486956699	+	1541	2
NChap2_final_00024233	Y	487026227	487027317	-	1091	0
NChap2_final_00020332	Y	487081523	487083076	+	1554	0
NChap2_final_00003245	Y	487086903	487088810	-	1908	195
NChap2_final_00020331	Y	487112718	487113738	+	1021	8
NChap2_final_00020330	Y	487336941	487340870	+	3930	0
NChap2_final_00006796	Y	487355151	487356105	-	955	0
NChap2_final_00020329	Y	487383310	487385303	-	1994	10
NChap2_final_00020328	Y	487518493	487520306	+	1814	28
NChap2_final_00020929	Y	487578321	487578495	-	175	0
NChap2_final_00020930	Y	487578685	487580238	-	1554	0
NChap2_final_00020928	Y	487644935	487645715	+	781	0
NChap2_final_00020927	Y	487664307	487670461	+	6155	116
NChap2_final_00020926	Y	487708022	487710536	+	2515	4
NChap2_final_00022932	Y	487778370	487778920	-	551	122
NChap2_final_00023006	Y	487787773	487792394	+	4622	2
NChap2_final_00020925	Y	487807497	487808660	+	1164	185
NChap2_final_00020924	Y	487808756	487812459	-	3704	118
NChap2_final_00020923	Y	487848293	487851933	-	3641	155
NChap2_final_00022662	Y	487947107	487947864	+	758	0
NChap2_final_00022760	Y	488090488	488091973	-	1486	134
NChap2_final_00020922	Y	488097275	488098102	+	828	69
NChap2_final_00020920	Y	488101504	488110817	+	9314	578
NChap2_final_00019803	Y	488223392	488226652	+	3261	149
NChap2_final_00010977	Y	488342384	488344211	-	1828	0
NChap2_final_00020917	Y	488359129	488359956	-	828	10
NChap2_final_00020914	Y	488409785	488411005	+	1221	47
NChap2_final_00020913	Y	488457459	488466883	-	9425	341
NChap2_final_00020912	Y	488467642	488475056	-	7415	571
NChap2_final_00020910	Y	488495114	488498719	+	3606	99
NChap2_final_00020909	Y	488499453	488499980	+	528	46
NChap2_final_00020907	Y	488503693	488506091	+	2399	677
NChap2_final_00020906	Y	488508294	488511505	-	3212	40
NChap2_final_00020905	Y	488512303	488516629	+	4327	269
NChap2_final_00013545	Y	488567099	488570292	-	3194	70
NChap2_final_00020904	Y	488639639	488643956	+	4318	176
NChap2_final_00020903	Y	488853866	488855688	+	1823	189
NChap2_final_00023512	Y	489257706	489262260	+	4555	0
NChap2_final_00020900	Y	489334371	489335813	-	1443	233
NChap2_final_00023967	Y	489354341	489354961	+	621	42
NChap2_final_00020901	Y	489396616	489397489	-	874	128
NChap2_final_00020902	Y	489407363	489414734	+	7372	985
NChap2_final_00020896	Y	489454667	489465323	+	10657	831
NChap2_final_00020892	Y	489597625	489597728	+	104	1
NChap2_final_00020893	Y	489602314	489604448	+	2135	498
NChap2_final_00020895	Y	489766253	489767326	-	1074	185
NChap2_final_00020891	Y	490062300	490064230	+	1931	82
NChap2_final_00005258	Y	490105866	490109902	+	4037	673
NChap2_final_00020889	Y	490114927	490123122	-	8196	335
NChap2_final_00020888	Y	490132680	490133490	+	811	54
NChap2_final_00020887	Y	490143450	490144062	-	613	95
NChap2_final_00020886	Y	490178075	490178271	-	197	0
NChap2_final_00020884	Y	490281503	490288242	-	6740	389
NChap2_final_00020883	Y	490439595	490445093	-	5499	114
NChap2_final_00026626	Y	490584742	490587003	+	2262	156
NChap2_final_00020881	Y	490732777	490736983	-	4207	533
NChap2_final_00020880	Y	490754387	490757427	+	3041	42
NChap2_final_00020879	Y	490790395	490795138	-	4744	511
NChap2_final_00020876	Y	490796766	490808292	+	11527	2546
NChap2_final_00020875	Y	490810195	490816121	-	5927	130
NChap2_final_00026422	Y	490841607	490843165	+	1559	182
NChap2_final_00020873	Y	490935712	490938159	-	2448	674
NChap2_final_00012096	Y	490977522	490979091	+	1570	198
NChap2_final_00020872	Y	490992418	490999561	-	7144	367
NChap2_final_00024271	Y	491091504	491097558	+	6055	497
NChap2_final_00020871	Y	491170659	491176741	+	6083	518
NChap2_final_00020870	Y	491211926	491220448	-	8523	1086
NChap2_final_00020869	Y	491239754	491243167	+	3414	129
NChap2_final_00020868	Y	491245274	491254790	-	9517	202
NChap2_final_00020867	Y	491266606	491269585	+	2980	17
NChap2_final_00020866	Y	491446703	491448654	-	1952	402
NChap2_final_00020863	Y	491587678	491595510	+	7833	154
NChap2_final_00020862	Y	491598684	491599249	+	566	0
NChap2_final_00020861	Y	491603135	491609027	-	5893	198
NChap2_final_00020860	Y	491634570	491638283	+	3714	37
NChap2_final_00020859	Y	491644791	491649304	-	4514	131
NChap2_final_00026987	Y	491649954	491654363	+	4410	858
NChap2_final_00020858	Y	491769669	491772604	-	2936	178
NChap2_final_00020857	Y	491779522	491798583	-	19062	161
NChap2_final_00020856	Y	491866616	491869572	-	2957	126
NChap2_final_00020853	Y	491888178	491891100	-	2923	450
NChap2_final_00020851	Y	492014822	492019179	+	4358	453
NChap2_final_00020850	Y	492125458	492130834	+	5377	441
NChap2_final_00020849	Y	492126721	492132892	-	6172	574
NChap2_final_00006711	Y	492209863	492210432	+	570	169
NChap2_final_00006712	Y	492210439	492212066	+	1628	607
NChap2_final_00020848	Y	492238668	492240106	+	1439	139
NChap2_final_00020846	Y	492405054	492405562	-	509	71
NChap2_final_00026138	Y	492421636	492422157	-	522	100
NChap2_final_00005661	Y	492465514	492469900	-	4387	84
NChap2_final_00020844	Y	492485876	492488683	-	2808	298
NChap2_final_00011932	Y	492494532	492496277	-	1746	5
NChap2_final_00020842	Y	492644088	492647135	-	3048	154
NChap2_final_00020841	Y	492649474	492652411	+	2938	526
NChap2_final_00020840	Y	492765708	492766758	-	1051	186
NChap2_final_00020839	Y	492791143	492799522	+	8380	843
NChap2_final_00020838	Y	492888223	492890413	+	2191	274
NChap2_final_00020837	Y	492931204	492935722	+	4519	167
NChap2_final_00020834	Y	492948142	492949119	+	978	53
NChap2_final_00020833	Y	492949605	492951131	+	1527	32
NChap2_final_00020836	Y	492961238	492963070	+	1833	10
NChap2_final_00020835	Y	492963978	492976676	-	12699	1021
NChap2_final_00020832	Y	493139114	493139528	+	415	31
NChap2_final_00020830	Y	493469246	493476931	+	7686	468
NChap2_final_00020828	Y	493477290	493477988	-	699	20
NChap2_final_00020827	Y	493566538	493567408	-	871	182
NChap2_final_00020826	Y	493580903	493582706	+	1804	42
NChap2_final_00020825	Y	493583837	493595218	-	11382	428
NChap2_final_00020820	Y	493694022	493696136	+	2115	51
NChap2_final_00020819	Y	493851659	493858836	+	7178	49
NChap2_final_00020818	Y	493873471	493874599	+	1129	104
NChap2_final_00020817	Y	493890478	493894889	-	4412	701
NChap2_final_00020816	Y	493899523	493901459	+	1937	53
NChap2_final_00020815	Y	493902829	493905732	-	2904	352
NChap2_final_00020814	Y	493950858	493952852	-	1995	132
NChap2_final_00020812	Y	494029468	494035572	+	6105	179
NChap2_final_00020811	Y	494035457	494036640	-	1184	12
NChap2_final_00003771	Y	494036794	494040884	-	4091	143
NChap2_final_00020810	Y	494098341	494099395	+	1055	99
NChap2_final_00020809	Y	494118716	494120176	-	1461	123
NChap2_final_00020808	Y	494126405	494128188	-	1784	108
NChap2_final_00006919	Y	494667907	494670440	+	2534	13
NChap2_final_00020804	Y	494701982	494705701	+	3720	504
NChap2_final_00017975	Y	495036009	495036543	-	535	183
NChap2_final_00020803	Y	495049702	495052698	-	2997	658
NChap2_final_00020802	Y	495150883	495152267	-	1385	538
NChap2_final_00020801	Y	495174356	495179961	-	5606	1278
NChap2_final_00004069	Y	495217756	495218685	+	930	390
NChap2_final_00018256	Y	495228520	495233788	+	5269	58
NChap2_final_00024355	Y	495384795	495388495	-	3701	16
NChap2_final_00020800	Y	495553110	495554144	-	1035	0
NChap2_final_00020799	Y	495668077	495669424	-	1348	156
NChap2_final_00020798	Y	495782746	495783099	-	354	134
NChap2_final_00020797	Y	495794727	495795578	-	852	262
NChap2_final_00020207	Y	495896905	495899850	+	2946	99
NChap2_final_00020208	Y	495946304	495950174	+	3871	154
NChap2_final_00012565	Y	495971739	495973670	-	1932	37
NChap2_final_00020209	Y	495992404	495994926	-	2523	34
NChap2_final_00020210	Y	495997112	496006936	-	9825	305
NChap2_final_00020211	Y	496089739	496090756	-	1018	74
NChap2_final_00020212	Y	496174823	496178573	+	3751	45
NChap2_final_00020213	Y	496179070	496180934	-	1865	149
NChap2_final_00020214	Y	496217304	496226590	-	9287	1121
NChap2_final_00020215	Y	496228758	496261449	-	32692	2762
NChap2_final_00020216	Y	496293591	496300648	-	7058	595
NChap2_final_00010367	Y	496403205	496404430	+	1226	14
NChap2_final_00020217	Y	496448760	496453145	+	4386	86
NChap2_final_00020218	Y	496457734	496459582	+	1849	213
NChap2_final_00020219	Y	496497845	496499310	+	1466	139
NChap2_final_00020233	Y	496581192	496582942	+	1751	57
NChap2_final_00020234	Y	496588234	496590944	-	2711	101
NChap2_final_00020235	Y	496610354	496610787	+	434	0
NChap2_final_00020236	Y	496610437	496610720	-	284	0
NChap2_final_00020231	Y	496841073	496843214	-	2142	0
NChap2_final_00012109	Y	496860848	496862357	-	1510	107
NChap2_final_00012108	Y	496863224	496863581	-	358	103
NChap2_final_00020229	Y	496874310	496875673	-	1364	705
NChap2_final_00020228	Y	496956565	496959356	+	2792	239
NChap2_final_00020227	Y	496959647	496963511	-	3865	271
NChap2_final_00020224	Y	497226548	497227704	-	1157	155
NChap2_final_00020223	Y	497277564	497278984	+	1421	337
NChap2_final_00020222	Y	497281960	497284101	+	2142	386
NChap2_final_00020221	Y	497286333	497288588	-	2256	287
NChap2_final_00020220	Y	497333241	497335407	-	2167	16
NChap2_final_00020237	Y	497390341	497394620	-	4280	432
NChap2_final_00020239	Y	497419051	497423897	+	4847	514
NChap2_final_00018518	Y	497494001	497495729	+	1729	301
NChap2_final_00019518	Y	497528084	497528571	-	488	396
NChap2_final_00020241	Y	497545724	497552024	+	6301	76
NChap2_final_00020242	Y	497622410	497623764	+	1355	34
NChap2_final_00020243	Y	497647474	497651633	+	4160	88
NChap2_final_00020244	Y	497742237	497743724	-	1488	27
NChap2_final_00020245	Y	497780501	497782019	+	1519	53
NChap2_final_00020248	Y	498208659	498209422	-	764	28
NChap2_final_00020249	Y	498215080	498217595	+	2516	152
NChap2_final_00020251	Y	498336338	498340151	-	3814	174
NChap2_final_00025806	Y	498350395	498352553	-	2159	81
NChap2_final_00020252	Y	498398848	498402239	+	3392	286
NChap2_final_00020255	Y	498795251	498799599	+	4349	130
NChap2_final_00020256	Y	498870375	498876239	+	5865	662
NChap2_final_00020257	Y	498923532	498927249	-	3718	406
NChap2_final_00020258	Y	498944313	498945954	-	1642	265
NChap2_final_00020260	Y	499116898	499124158	-	7261	197
NChap2_final_00020262	Y	499215530	499219779	-	4250	57
NChap2_final_00020263	Y	499265950	499269544	+	3595	4
NChap2_final_00020264	Y	499279371	499280554	-	1184	42
NChap2_final_00020265	Y	499355818	499359802	+	3985	191
NChap2_final_00020266	Y	499370457	499371552	+	1096	78
NChap2_final_00020267	Y	499373505	499374857	-	1353	94
NChap2_final_00020268	Y	499409299	499413138	-	3840	32
NChap2_final_00020270	Y	499434091	499438666	+	4576	334
NChap2_final_00020271	Y	499439341	499441950	-	2610	53
NChap2_final_00020273	Y	499623009	499623416	-	408	2
NChap2_final_00010397	Y	499640428	499642456	+	2029	74
NChap2_final_00020278	Y	499655732	499659208	-	3477	28
NChap2_final_00020275	Y	499681448	499683344	-	1897	0
NChap2_final_00020274	Y	499735526	499744311	+	8786	77
NChap2_final_00020279	Y	499758459	499759183	-	725	2
NChap2_final_00020280	Y	499793981	499795928	-	1948	126
NChap2_final_00020284	Y	499836759	499841476	+	4718	87
NChap2_final_00020286	Y	499862880	499863425	+	546	0
NChap2_final_00015568	Y	499863463	499864758	-	1296	6
NChap2_final_00020288	Y	500058466	500059738	-	1273	75
NChap2_final_00020289	Y	500060984	500064061	-	3078	354
NChap2_final_00020290	Y	500076742	500084103	+	7362	49
NChap2_final_00020291	Y	500083613	500093458	-	9846	134
NChap2_final_00020292	Y	500172364	500177438	-	5075	538
NChap2_final_00020293	Y	500200293	500203780	-	3488	92
NChap2_final_00020294	Y	500226990	500230700	-	3711	18
NChap2_final_00020295	Y	500314788	500318189	+	3402	0
NChap2_final_00020296	Y	500318636	500321796	-	3161	70
NChap2_final_00020297	Y	500337536	500341623	-	4088	22
NChap2_final_00020300	Y	500344473	500349575	-	5103	46
NChap2_final_00020298	Y	500372448	500377117	+	4670	97
NChap2_final_00020299	Y	500374706	500375355	-	650	0
NChap2_final_00020301	Y	500449618	500452710	-	3093	16
NChap2_final_00020304	Y	500454295	500455443	-	1149	5
NChap2_final_00025113	Y	500458144	500461110	-	2967	153
NChap2_final_00020305	Y	500544726	500547856	+	3131	92
NChap2_final_00020306	Y	500549210	500551607	-	2398	5
NChap2_final_00020307	Y	500578384	500579754	-	1371	0
NChap2_final_00022664	Y	500660366	500663844	+	3479	34
NChap2_final_00020310	Y	500805416	500808111	+	2696	6
NChap2_final_00020311	Y	500958450	500959130	-	681	9
NChap2_final_00013417	Y	501124834	501136392	+	11559	370
NChap2_final_00020955	Y	501311427	501312017	-	591	2
NChap2_final_00020953	Y	501331909	501334892	+	2984	53
NChap2_final_00020947	Y	501367177	501367608	-	432	0
NChap2_final_00010939	Y	501388508	501388880	+	373	32
NChap2_final_00020448	Y	501400152	501404265	+	4114	13
NChap2_final_00020944	Y	501439565	501441654	-	2090	1
NChap2_final_00020943	Y	501605357	501613975	+	8619	46
NChap2_final_00020942	Y	501660679	501669453	+	8775	202
NChap2_final_00020941	Y	501672864	501678399	+	5536	575
NChap2_final_00020940	Y	501901233	501902606	-	1374	162
NChap2_final_00020939	Y	501911665	501912615	+	951	130
NChap2_final_00020938	Y	501972287	501975357	+	3071	152
NChap2_final_00020936	Y	502169505	502171179	+	1675	83
NChap2_final_00020935	Y	502171849	502187733	-	15885	436
NChap2_final_00020934	Y	502230157	502241529	+	11373	152
NChap2_final_00020933	Y	502310188	502313490	-	3303	8
NChap2_final_00020932	Y	502375893	502376623	-	731	6
NChap2_final_00020931	Y	502383151	502385923	-	2773	129
NChap2_final_00020327	Y	502560493	502561173	-	681	0
NChap2_final_00020326	Y	502600023	502603539	+	3517	4
NChap2_final_00020325	Y	502649055	502651638	-	2584	2
NChap2_final_00020324	Y	502673357	502677279	+	3923	58
NChap2_final_00020323	Y	502704942	502706814	+	1873	0
NChap2_final_00020322	Y	502855048	502885231	+	30184	194
NChap2_final_00020321	Y	502898441	502899893	+	1453	0
NChap2_final_00020320	Y	502900850	502910214	-	9365	37
NChap2_final_00020319	Y	503011819	503015501	+	3683	0
NChap2_final_00020318	Y	503015852	503018012	-	2161	0
NChap2_final_00022629	Y	503135834	503136736	-	903	1
NChap2_final_00020315	Y	503183872	503185505	+	1634	0
NChap2_final_00020314	Y	503190757	503202278	-	11522	45
NChap2_final_00020313	Y	503235199	503242422	-	7224	2
NChap2_final_00020312	Y	503367163	503369068	+	1906	60
NChap2_final_00020958	Y	503531345	503536880	-	5536	46
NChap2_final_00020959	Y	503543168	503545055	+	1888	86
NChap2_final_00020960	Y	503579909	503581085	+	1177	32
NChap2_final_00020961	Y	503628946	503631416	-	2471	8
NChap2_final_00020963	Y	503737225	503739125	-	1901	2
NChap2_final_00020964	Y	503766280	503768172	-	1893	0
NChap2_final_00030200	scaffold_100	25398	29880	-	4483	0
NChap2_final_00029329	scaffold_100	41511	43007	-	1497	0
NChap2_final_00029531	scaffold_100	44589	44909	+	321	0
NChap2_final_00029476	scaffold_100	50544	52262	+	1719	0
NChap2_final_00030275	scaffold_100	75768	82034	+	6267	0
NChap2_final_00029311	scaffold_100	91730	91936	+	207	0
NChap2_final_00030782	scaffold_1002	9777	10770	-	994	0
NChap2_final_00030513	scaffold_1007	5927	6920	-	994	0
NChap2_final_00030372	scaffold_101	307	2346	-	2040	0
NChap2_final_00030303	scaffold_101	42127	42667	-	541	0
NChap2_final_00029282	scaffold_101	44096	47548	-	3453	0
NChap2_final_00030799	scaffold_1012	26313	27809	+	1497	0
NChap2_final_00030364	scaffold_1014	18597	18803	-	207	0
NChap2_final_00030115	scaffold_1015	33781	33987	-	207	0
NChap2_final_00030900	scaffold_1017	19250	19877	+	628	4060
NChap2_final_00030304	scaffold_1020	29433	32885	-	3453	0
NChap2_final_00030879	scaffold_1021	1725	6207	-	4483	0
NChap2_final_00029744	scaffold_1024	6932	8350	-	1419	0
NChap2_final_00029743	scaffold_1024	27131	28627	+	1497	0
NChap2_final_00030070	scaffold_103	36102	36308	+	207	0
NChap2_final_00029881	scaffold_1030	14733	16675	-	1943	0
NChap2_final_00029885	scaffold_1031	31838	32151	-	314	0
NChap2_final_00029722	scaffold_1037	334	5438	+	5105	0
NChap2_final_00030510	scaffold_1039	28236	28549	+	314	0
NChap2_final_00029784	scaffold_1040	25840	29188	+	3349	0
NChap2_final_00029580	scaffold_1040	30721	31261	+	541	0
NChap2_final_00029786	scaffold_1040	31476	33445	-	1970	0
NChap2_final_00030452	scaffold_1042	11367	11680	+	314	0
NChap2_final_00013568	scaffold_1042	26043	27539	+	1497	0
NChap2_final_00029955	scaffold_1044	22711	28977	-	6267	0
NChap2_final_00030813	scaffold_1048	23066	29332	-	6267	0
NChap2_final_00029160	scaffold_1048	32490	33483	-	994	0
NChap2_final_00029425	scaffold_105	43626	44166	+	541	0
NChap2_final_00030301	scaffold_105	48161	49579	-	1419	0
NChap2_final_00029354	scaffold_105	59107	65190	-	6084	0
NChap2_final_00030438	scaffold_1050	6368	6681	+	314	0
NChap2_final_00030279	scaffold_1050	31506	32499	+	994	0
